location,category,tweet,location.1,latitude,longitude,datetime,multimodal,file_path,Disaster_Category,Relevancy,Priority,media_description,summary,responders_required
North Sepulveda,Distress Call,"Huge flames spotted near the hills off North Sepulveda! Looks like it's spreading towards the park! Everyone near Mulholland Drive, be careful! 🚨 #Wildfire #Emergency Hope everyone is safe. Pls evacuate if you can!",North Sepulveda,34.084367562836725,-118.46189649966604,2025-01-23 00:48:48.044692,False,,Fire,True,2,NA,"A wildfire is spreading near North Sepulveda and Mulholland Drive, potentially requiring evacuation assistance.","['firefighters', 'police', 'ambulance']"
Acton,Fire Near Key Infrastructure,"Ugh, this is SO not lit. 🙄 There's a HUGE wildfire near the Acton Metrolink station! Like, if the trains stop running, how am I gonna get to the mall?! 🔥 Pls fire peeps, protect the trains! #Wildfire #Emergency #LosAngeles",Acton,34.445299565386335,-118.13248928430666,2025-01-09 09:30:00.193296,False,,Fire,True,3,NA,"Large wildfire reported near Acton Metrolink station potentially disrupting train services, firefighters are required to protect the trains and control the fire.","['firefighters', 'police']"
North Sepulveda,Roadblock or Escape Issue,"OMG! Huge flames near Mulholland Drive in North Sepulveda! Can't get down the hill, roads are blocked! Anyone know if Sepulveda Blvd is open south?? #Wildfire #Emergency #LosAngeles HELP!",North Sepulveda,34.09493056366519,-118.45228156022206,2025-01-23 23:39:38.338399,False,,Fire,True,1,NA,"Citizen reports large flames near Mulholland Drive, North Sepulveda, roads blocked, requesting information on open routes and help.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Roadblock or Escape Issue,Heads up neighbors! Big flames creeping up the hill towards Mulholland Dr near Runyon Canyon! Roads are getting blocked off fast. Might wanna think about heading out if you're nearby. Stay safe everyone! 🙏 #Wildfire #Emergency #LosAngeles,Hollywood Hills near Runyon Canyon,34.10956532721558,-118.33356175481067,2025-01-09 08:05:35.434196,False,,Fire,True,2,NA,"Wildfire approaching Mulholland Dr near Runyon Canyon, roads are being blocked off.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Fire Near Key Infrastructure,Huge flames spotted near the water treatment plant off North Sepulveda! 😥 Seems to be spreading towards the hills. Hope they can contain it before it reaches the power lines! #Wildfire #Emergency #LosAngeles Praying for everyone's safety 🙏,North Sepulveda,34.09547459083599,-118.46248566390534,2025-01-24 20:03:34.809869,False,,Fire,True,2,NA,"Report of a large wildfire near a water treatment plant spreading towards hills and power lines, requiring immediate response to contain the fire.","['firefighters', 'police']"
Sylmar,Request for Emergency Help,ARE YOU KIDDING ME?! Another damn fire in Sylmar?! This is WHAT HAPPENS when you ignore the community! The flames are RIGHT near the damn water treatment plant off Roxford! We need help NOW! This is NOT a drill! #Wildfire #Emergency #LosAngeles They never listen until it burns down!,Sylmar,34.29777942635259,-118.43619154530616,2025-01-12 03:52:52.662447,False,,Fire,True,2,NA,"Wildfire reported near the water treatment plant off Roxford in Sylmar, immediate help is needed.","['firefighters', 'police', 'ambulance']"
West Hills,Fire Near Key Infrastructure,"Yo, West Hills is LITERALLY on FIRE 🔥! Saw flames creepin' near that cell tower by Roscoe Blvd. If that thing goes down, no more TikToks! 😭 Seriously tho, hope everyone's evacuating. #Wildfire #Emergency #LosAngeles",West Hills,34.19231096771922,-118.65239566197414,2025-01-12 00:47:50.193918,False,,Fire,True,2,NA,"Wildfire reported in West Hills near Roscoe Blvd, flames are approaching a cell tower, evacuation may be needed.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Incident Report,Oh god oh god! 😭 Huge flames near the park by North Sepulveda! I can see it from my window! My kids are at a friend's house nearby! Is anyone evacuating from that area?! Pls tell me they're safe! #Wildfire #LosAngeles #Emergency,North Sepulveda,34.09994155770813,-118.48150981851298,2025-01-24 13:09:47.223400,False,,Fire,True,2,NA,"User reports large flames near North Sepulveda park, visible from their window, and is concerned about nearby children and potential evacuations.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Incident Report,URGENT: We are receiving reports of increased fire activity near the hiking trails above Sunset Blvd in Pacific Palisades. Residents in the area should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #LosAngeles #Emergency. Stay safe and informed. - City Official,Pacific Palisades,34.0787957037681,-118.54571417414772,2025-02-13 20:46:54.336445,False,,Fire,True,3,NA,"Reports of increased wildfire activity near hiking trails above Sunset Blvd in Pacific Palisades, residents should prepare for potential evacuation.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Evacuation Warning,Evacuation WARNING in effect for parts of Pacific Palisades near Sunset Blvd! 🚨 Seeing smoke and ash falling already. They're saying to be ready to leave NOW. This is getting scary! #Wildfire #PacificPalisades #Emergency,Pacific Palisades,34.07529947194445,-118.55028087902642,2025-03-04 16:52:10.779144,False,,Fire,True,2,NA,"Evacuation warning in effect for Pacific Palisades near Sunset Blvd due to wildfire, with smoke and ash reported in the area, requiring potential firefighter and police response for evacuation and containment.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Request for Emergency Help,"Oh god, there's a fire raging up near Temescal Canyon in Pacific Palisades! 😭 The smoke is so thick, can barely see! Seems to be heading towards the houses on the ridge! Someone PLEASE send help! #Wildfire #Emergency #PacificPalisades",Pacific Palisades,34.05688209458004,-118.55228757582188,2025-02-18 17:26:45.594424,False,,Fire,True,2,NA,"Wildfire reported near Temescal Canyon in Pacific Palisades, thick smoke, heading towards houses, help is requested.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Distress Call,Huge flames spotted near Temescal Canyon in Pacific Palisades! Looks like it's heading towards the houses on the ridge. Everyone be careful! Calling 911 now. #Wildfire #Emergency #PacificPalisades Praying everyone is safe 🙏,Pacific Palisades,34.062212157474605,-118.55094680358712,2025-02-10 09:59:21.030824,False,,Fire,True,2,NA,"Large flames reported near Temescal Canyon in Pacific Palisades, moving towards houses on the ridge; caller is contacting 911.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Incident Report,"Oh god oh god! 😭 Huge flames near the Eaton Canyon Golf Course in Altadena! I can see it from my backyard on Allen Ave! Is anyone else seeing this?! The smoke is so thick! #Wildfire #Emergency Los Angeles, please send help!",Altadena/Pasadena,34.200262545485415,-118.16832573841933,2025-02-03 09:58:10.667530,False,,Fire,True,1,NA,"Citizen reports huge flames and thick smoke from a wildfire near Eaton Canyon Golf Course in Altadena, visible from Allen Ave, requesting immediate help.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Evacuation Warning,ARE YOU KIDDING ME?! Another fire in Pacific Palisades?! 😡 This is what happens when you let corporations run wild! Now we're getting evacuation warnings near Sunset Blvd and Temescal Canyon Rd! They better get this under control before it reaches my house! #Wildfire #Emergency #PacificPalisades #ClimateChange #GreedKills,Pacific Palisades,34.05645463309161,-118.50762041539076,2025-02-09 08:13:36.421366,False,,Fire,True,2,NA,"Wildfire reported in Pacific Palisades with evacuation warnings near Sunset Blvd and Temescal Canyon Rd, indicating a potentially escalating situation.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Incident Report,"Huge plumes of smoke coming from the hills near North Sepulveda, looks like above Mulholland! 😥 Fire trucks heading that way but it looks BIG. Be careful out there folks! #Wildfire #LosAngeles #Emergency",North Sepulveda,34.095386917217816,-118.4503172174393,2025-01-24 07:10:09.630719,False,,Fire,True,2,NA,"Large wildfire reported in hills near North Sepulveda above Mulholland, fire trucks are responding and the situation appears to be escalating rapidly.","['firefighters', 'police', 'ambulance']"
Altadena/Pasadena,Incident Report,"Oh god oh god! 😭 I can see smoke billowing from up near the mountains above Altadena, near Chaney Trail! Is everyone okay up there?! My kids are at a friends house near Loma Alta Park! So scared! #Wildfire #Altadena #Pasadena #Emergency Please be safe everyone!",Altadena/Pasadena,34.19013361830452,-118.15239495513218,2025-02-16 04:48:32.311961,False,,Fire,True,2,NA,"Reports of smoke billowing near Altadena mountains and Chaney Trail, potentially threatening residential areas and Loma Alta Park.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Incident Report,"Yo, just dropped off a fare near Sunset Blvd in Pacific Palisades. See flames creepin' up the hills real fast. Wind's a biatch. Hope everyone's gettin' out. #Wildfire #Emergency Los Angeles",Pacific Palisades,34.03637050822374,-118.52926497390258,2025-01-15 11:48:47.211677,False,,Fire,True,2,NA,"A wildfire is spreading rapidly in the hills near Sunset Blvd in Pacific Palisades, exacerbated by wind.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Fire Near Key Infrastructure,"Ugh, this is NOT the vibe. 🙄 Huge flames near Sunset Blvd in Pacific Palisades, like, RIGHT next to that cell tower. If my TikToks start buffering, I'm blaming the fire. 🔥 Pls don't let it reach the In-N-Out. #Wildfire #Emergency #LosAngeles",Pacific Palisades,34.044554807906785,-118.55403907576417,2025-01-15 04:33:18.194510,False,,Fire,True,2,NA,"Large flames reported near Sunset Blvd in Pacific Palisades, posing a potential threat to nearby infrastructure.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Fire Near Key Infrastructure,OMG! 😭 Huge flames near the power station on Mulholland Dr in North Sepulveda! I can see it from my window! What if the power goes out?! My kids are terrified! Is anyone else seeing this?! #Wildfire #Emergency #LosAngeles,North Sepulveda,34.094940294913485,-118.4836076688818,2025-01-24 01:58:30.794624,False,,Fire,True,2,NA,"Report of a large wildfire near power station on Mulholland Dr, North Sepulveda, Los Angeles, posing potential power outage and causing public terror.","['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Distress Call,"Oh god, there's a fire in the Hollywood Hills near Runyon Canyon! I can see flames from my apartment on Fuller Ave. It's moving fast up the hill! Someone please send help! #Wildfire #Emergency #LosAngeles",Hollywood Hills near Runyon Canyon,34.12266458163066,-118.36971870107726,2025-01-09 10:08:30.237456,False,,Fire,True,1,NA,"Wildfire reported in Hollywood Hills near Runyon Canyon, moving fast uphill, immediate help requested.","['firefighters', 'police', 'ambulance']"
North Sepulveda,Incident Report,"Huge plumes of smoke coming from the hills near North Sepulveda, looks like above Mulholland! 😥 Fire trucks heading that way but it looks BIG. Be careful out there folks! #Wildfire #LosAngeles #Emergency",North Sepulveda,34.09685335497905,-118.45928184253276,2025-01-23 16:55:09.580198,False,,Fire,True,3,NA,"Possible wildfire reported near North Sepulveda/Mulholland, fire trucks are responding.","['firefighters', 'police', 'ambulance']"
Pacific Palisades,Roadblock or Escape Issue,"Oh dear, oh dear! There's a HUGE fire near Sunset Blvd in Pacific Palisades! 😥 We can't get out, the road is blocked by firetrucks and smoke! Is everyone safe? 🙏 #Wildfire #Emergency Los Angeles",Pacific Palisades,34.071962454121255,-118.51703410109444,2025-01-29 05:49:54.673556,False,,Fire,True,3,NA,People are reporting being trapped near Sunset Blvd in Pacific Palisades due to a large wildfire and roads blocked by firetrucks.,"['firefighters', 'police', 'ambulance']"
Hollywood Hills near Runyon Canyon,Incident Report,Oh my stars! 🌟 There's a HUGE fire up in the Hollywood Hills near Runyon Canyon! I can see the flames from my window on Mulholland Drive! Seems to be moving fast. Is everyone okay? 🙏 I hope the firefighters get there soon! #Wildfire #Emergency #LosAngeles Fire department please hurry!,Hollywood Hills near Runyon Canyon,34.111181733725665,-118.33164331235548,2025-01-08 21:33:01.366424,False,,Fire,True,2,NA,"Large wildfire reported in Hollywood Hills near Runyon Canyon, flames visible from Mulholland Drive and moving fast, firefighters are requested.",['firefighters']
Pacific Palisades,Request for Emergency Help,URGENT: We are receiving reports of increased fire activity near Palisades Drive in Pacific Palisades. Residents in the area should prepare for potential evacuation. Monitor official channels for updates. #Wildfire #Emergency #LosAngeles,Pacific Palisades,34.04349797466527,-118.54178408975432,2025-01-26 12:48:44.928736,False,,Fire,True,2,NA,"Reports indicate increased wildfire activity near Palisades Drive in Pacific Palisades, residents should prepare for evacuation.","['firefighters', 'police']"
